clust_id,clust_rep,new_Kingdom,new_Phylum,new_Class,new_Order,new_Family,new_Genus,new_Species,problematic_tax
2161,JN524049.1.1450,Bacteria,Chloroflexi,Anaerolineae,SBR1031,uncultured organism/uncultured Chloroflexi bacterium,uncultured organism/uncultured Chloroflexi bacterium,uncultured organismuncultured Chloroflexi bacterium organism/bacterium(2),Disc.Fam_uncultured organism/uncultured Chloroflexi bacterium(2)
2162,JN559598.1.1487,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1/Peptostreptococcaceae,Clostridium sensu stricto 1/Peptoclostridium,Clostridium sensu stricto 1Peptoclostridium bacterium(1),Disc.Fam_Clostridiaceae 1/Peptostreptococcaceae(2)
2164,JN591971.1.1439,Archaea,Euryarchaeota,Thermoplasmata,Marine Group II,uncultured archaeon/uncultured marine archaeon,uncultured archaeon/uncultured marine archaeon,uncultured archaeonuncultured marine archaeon archaeon(1),Disc.Fam_uncultured archaeon/uncultured marine archaeon(2)
2183,JQ225111.1.1337,Archaea,Euryarchaeota,Thermoplasmata,Marine Group II,uncultured marine archaeon/uncultured archaeon,uncultured marine archaeon/uncultured archaeon,uncultured marine archaeonuncultured archaeon archaeon(1),Disc.Fam_uncultured marine archaeon/uncultured archaeon(2)
221,AB506426.1.1525,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae/Lachnospiraceae,[Eubacterium] coprostanoligenes group/Lachnospiraceae NC2004 group,[Eubacterium] coprostanoligenes groupLachnospiraceae NC2004 group bacterium/organism/Ambiguous_taxa(3),Disc.Fam_Ruminococcaceae/Lachnospiraceae(2)
2219,JX222942.1.1526,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae/MA-28-I98C,Desulfuromonas/uncultured bacterium,Desulfuromonasuncultured bacterium bacterium/Ambiguous_taxa(2),Disc.Fam_Desulfuromonadaceae/MA-28-I98C(2)
2243,KF170416.176.1719,Bacteria,Marinimicrobia (SAR406 clade),uncultured bacterium FGYC_13M19/uncultured marine bacterium,uncultured bacterium FGYC_13M19/uncultured marine bacterium,uncultured bacterium FGYC_13M19/uncultured marine bacterium,uncultured bacterium FGYC_13M19/uncultured marine bacterium,uncultured bacterium FGYC_13M19uncultured marine bacterium FGYC_13M19/bacterium(2),Disc.Class_)uncultured bacterium FGYC_13M19/uncultured marine bacterium(2)
2248,KF500873.1.1569,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales/Pseudomonadales,Burkholderiaceae/Moraxellaceae,Pusillimonas/Acinetobacter,PusillimonasAcinetobacter bacterium/Ambiguous_taxa/sp.(3),Disc.Ord_Betaproteobacteriales/Pseudomonadales(2)
2289,KX937541.1.1443,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,uncultured marine eukaryote/uncultured bacterium,uncultured marine eukaryote/uncultured bacterium,uncultured marine eukaryoteuncultured bacterium eukaryote/bacterium(2),Disc.Fam_uncultured marine eukaryote/uncultured bacterium(2)
2317,AACY020458788.943.2444,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae/Cryomorphaceae,NS2b marine group/uncultured,NS2b marine groupuncultured Ambiguous_taxa/bacterium(2),Disc.Fam_Flavobacteriaceae/Cryomorphaceae(2)
2320,AB015269.1.1607,Bacteria,Atribacteria,JS1,uncultured candidate division JS1 bacterium/uncultured bacterium,uncultured candidate division JS1 bacterium/uncultured bacterium,uncultured candidate division JS1 bacterium/uncultured bacterium,uncultured candidate division JS1 bacteriumuncultured bacterium bacterium(1),Disc.Ord_uncultured candidate division JS1 bacterium/uncultured bacterium(2)
234,ACRF02000006.530.2067,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae/P5D1-392,Granulicatella/uncultured bacterium,Granulicatellauncultured bacterium 700633/bacterium/organism/sp.(4),Disc.Fam_Carnobacteriaceae/P5D1-392(2)
2348,AB606367.1.1493,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae/Lachnospiraceae,Ruminiclostridium/[Eubacterium] oxidoreducens group,Ruminiclostridium[Eubacterium] oxidoreducens group bacterium(1),Disc.Fam_Ruminococcaceae/Lachnospiraceae(2)
2385,AFSR01002962.2968.4473,Bacteria,Armatimonadetes,uncultured,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Ord_Ambiguous_taxa/uncultured bacterium(2)
2410,AOTI010188319.187.1547,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Triticum urartu/Oryza sativa aus subgroup/Brachypodium distachyon (stiff brome)/Oryza longistaminata/Oryza rufipogon,Triticum urartu/Oryza sativa aus subgroup/Brachypodium distachyon (stiff brome)/Oryza longistaminata/Oryza rufipogon,Triticum urartuOryza sativa aus subgroupBrachypodium distachyon (stiff brome)Oryza longistaminataOryza rufipogon urartu/subgroup/brome)/longistaminata/rufipogon(5),Disc.Fam_Triticum urartu/Oryza sativa aus subgroup/Brachypodium distachyon (stiff brome)/Oryza longistaminata/Oryza rufipogon(5)
2421,ATZN01000185.15864.17335,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Ambiguous_taxa/uncultured cyanobacterium/uncultured bacterium,Ambiguous_taxa/uncultured cyanobacterium/uncultured bacterium,Ambiguous_taxauncultured cyanobacteriumuncultured bacterium Ambiguous_taxa/cyanobacterium/bacterium(3),Disc.Fam_Ambiguous_taxa/uncultured cyanobacterium/uncultured bacterium(3)
244,AACY020481209.274.1727,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II/Clade I,marine metagenome/uncultured bacterium/uncultured marine bacterium/Ambiguous_taxa/uncultured alpha proteobacterium/uncultured Pelagibacterales bacterium/uncultured/unidentified marine bacterioplankton,marine metagenomeuncultured bacteriumuncultured marine bacteriumAmbiguous_taxauncultured alpha proteobacteriumuncultured Pelagibacterales bacteriumunculturedunidentified marine bacterioplankton metagenome/bacterium/Ambiguous_taxa/proteobacterium/bacterioplankton(5),Disc.Fam_Clade II/Clade I(2)
246,AF001650.1.1527,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86 clade,uncultured proteobacterium OCS44/Ambiguous_taxa/uncultured bacterium/uncultured marine bacterium/uncultured gamma proteobacterium,uncultured proteobacterium OCS44/Ambiguous_taxa/uncultured bacterium/uncultured marine bacterium/uncultured gamma proteobacterium,uncultured proteobacterium OCS44Ambiguous_taxauncultured bacteriumuncultured marine bacteriumuncultured gamma proteobacterium OCS44/Ambiguous_taxa/bacterium/proteobacterium(4),Disc.Fam_uncultured proteobacterium OCS44/Ambiguous_taxa/uncultured bacterium/uncultured marine bacterium/uncultured gamma proteobacterium(5)
248,CP015378.146768.148325,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae/Family XII,Fictibacillus/Exiguobacterium,FictibacillusExiguobacterium Ambiguous_taxa/bacterium/arsenicus/nanhaiensis/barbaricus/T10-2/CBW3/H1-105/sp./LW1-LECU4A-R(10),Disc.Fam_Bacillaceae/Family XII(2)
2557,EU006300.1.1467,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae/Lachnospiraceae,uncultured,uncultured bacterium(1),Disc.Fam_Ruminococcaceae/Lachnospiraceae(2)
2614,EU795253.18880.20395,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86 clade,uncultured bacterium ARCTIC11_B_09/uncultured marine bacterium/uncultured SAR86 cluster bacterium,uncultured bacterium ARCTIC11_B_09/uncultured marine bacterium/uncultured SAR86 cluster bacterium,uncultured bacterium ARCTIC11_B_09uncultured marine bacteriumuncultured SAR86 cluster bacterium ARCTIC11_B_09/bacterium(2),Disc.Fam_uncultured bacterium ARCTIC11_B_09/uncultured marine bacterium/uncultured SAR86 cluster bacterium(3)
264,CDYT01032079.210.1720,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae/Lachnospiraceae,Ruminococcaceae UCG-002/Ruminiclostridium 9/[Eubacterium] oxidoreducens group,Ruminococcaceae UCG-002Ruminiclostridium 9[Eubacterium] oxidoreducens group metagenome/Ambiguous_taxa/bacterium/organism(4),Disc.Fam_Ruminococcaceae/Lachnospiraceae(2)
2651,FJ681480.1.1467,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae/Ruminococcaceae,uncultured/Ruminococcus 1,unculturedRuminococcus 1 bacterium(1),Disc.Fam_Lachnospiraceae/Ruminococcaceae(2)
2691,FPLK01002752.19.1497,Bacteria,Chloroflexi,SL56 marine group,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Ord_Ambiguous_taxa/uncultured bacterium(2)
2705,FR853075.1.1520,Bacteria,Proteobacteria/Epsilonbacteraeota,Gammaproteobacteria/Campylobacteria,B2M28/Ectothiorhodospirales/Campylobacterales,uncultured bacterium/Thioalkalispiraceae/Sulfurovaceae,uncultured bacterium/Thioalkalispira/Sulfurovum,uncultured bacteriumThioalkalispiraSulfurovum bacterium/Ambiguous_taxa(2),Disc.Phy_)Proteobacteria/Epsilonbacteraeota(2)
2718,GDHD01010040.119.1623,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Cymbidium faberi/Cymbidium ensifolium,Cymbidium faberi/Cymbidium ensifolium,Cymbidium faberiCymbidium ensifolium faberi/ensifolium(2),Disc.Fam_Cymbidium faberi/Cymbidium ensifolium(2)
2736,GQ348234.1.1402,Bacteria,Marinimicrobia (SAR406 clade),uncultured marine bacterium/uncultured bacterium,uncultured marine bacterium/uncultured bacterium,uncultured marine bacterium/uncultured bacterium,uncultured marine bacterium/uncultured bacterium,uncultured marine bacteriumuncultured bacterium bacterium(1),Disc.Class_)uncultured marine bacterium/uncultured bacterium(2)
2751,GQ994149.1.942,Archaea,Crenarchaeota,Bathyarchaeia,uncultured archaeon/Ambiguous_taxa,uncultured archaeon/Ambiguous_taxa,uncultured archaeon/Ambiguous_taxa,uncultured archaeonAmbiguous_taxa archaeon/Ambiguous_taxa(2),Disc.Ord_uncultured archaeon/Ambiguous_taxa(2)
2761,HAFP01051053.8.1513,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales/Pseudomonadales,Alteromonadaceae/Pseudomonadaceae,Rheinheimera/Pseudomonas,RheinheimeraPseudomonas Ambiguous_taxa/JBL14/vulgaris(3),Disc.Ord_Alteromonadales/Pseudomonadales(2)
2768,HM057716.1.1496,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured bacterium(2)
2772,HM565911.2962.4423,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,uncultured prymnesiophyte C8704/uncultured bacterium/Ambiguous_taxa/uncultured marine eukaryote,uncultured prymnesiophyte C8704/uncultured bacterium/Ambiguous_taxa/uncultured marine eukaryote,uncultured prymnesiophyte C8704uncultured bacteriumAmbiguous_taxauncultured marine eukaryote C8704/bacterium/Ambiguous_taxa/eukaryote(4),Disc.Fam_uncultured prymnesiophyte C8704/uncultured bacterium/Ambiguous_taxa/uncultured marine eukaryote(4)
279,CP011100.356984.358541,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales/Enterobacteriales,Aeromonadaceae/Enterobacteriaceae,Aeromonas/Serratia,AeromonasSerratia Ambiguous_taxa/X13-6/hydrophila/bacterium(4),Disc.Ord_Aeromonadales/Enterobacteriales(2)
2824,JN245665.1.1496,Bacteria,Actinobacteria,Actinobacteria,Micrococcales/PeM15,Intrasporangiaceae/uncultured bacterium,Ambiguous_taxa/Ornithinibacter/uncultured bacterium,Ambiguous_taxaOrnithinibacteruncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Ord_Micrococcales/PeM15(2)
2858,JN833456.1.959,Archaea,Euryarchaeota,Thermoplasmata,Marine Group II,uncultured archaeon/uncultured marine archaeon,uncultured archaeon/uncultured marine archaeon,uncultured archaeonuncultured marine archaeon archaeon(1),Disc.Fam_uncultured archaeon/uncultured marine archaeon(2)
2877,JQ085068.1.1490,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae/Ruminococcaceae,uncultured/Ruminococcus 1,unculturedRuminococcus 1 bacterium(1),Disc.Fam_Lachnospiraceae/Ruminococcaceae(2)
2886,JQ315505.1.1791,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyta,Ambiguous_taxa/Chlorophyceae/Chlamydomonadales,Ambiguous_taxa/uncultured Dunaliellaceae,Ambiguous_taxauncultured Dunaliellaceae Ambiguous_taxa/Dunaliellaceae/elegans/reinhardtii(4),Disc.Fam_Ambiguous_taxa/Chlorophyceae/Chlamydomonadales(3)
29,FLKC01000014.123770.125280,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae/Ruminococcaceae,Blautia/[Ruminococcus] torques group/Fusicatenibacter/Anaerostipes/Lachnospiraceae UCG-001/Lachnospiraceae UCG-008/Roseburia/Ruminococcus 1,Blautia[Ruminococcus] torques groupFusicatenibacterAnaerostipesLachnospiraceae UCG-001Lachnospiraceae UCG-008RoseburiaRuminococcus 1 Ambiguous_taxa/bacterium/organism/Marseille-P328(4),Disc.Fam_Lachnospiraceae/Ruminococcaceae(2)
2940,JX501984.1.1506,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_uncultured/uncultured bacterium(2)
2975,KF843326.1.1368,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,uncultured bacterium/uncultured Oscillatoriales cyanobacterium,uncultured bacterium/uncultured Oscillatoriales cyanobacterium,uncultured bacteriumuncultured Oscillatoriales cyanobacterium bacterium/cyanobacterium(2),Disc.Fam_uncultured bacterium/uncultured Oscillatoriales cyanobacterium(2)
2989,KJ817467.1.1471,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,uncultured bacterium/Ambiguous_taxa,uncultured bacterium/Ambiguous_taxa,uncultured bacteriumAmbiguous_taxa bacterium/Ambiguous_taxa(2),Disc.Fam_uncultured bacterium/Ambiguous_taxa(2)
2992,KM257019.1.1469,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae/Family XII,Bacillus/Exiguobacterium,BacillusExiguobacterium Ambiguous_taxa/sp.(2),Disc.Fam_Bacillaceae/Family XII(2)
3,ACII02000003.48546.50064,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae/Ruminococcaceae,Blautia/Lachnospiraceae UCG-008/Anaerostipes/Agathobacter/Dorea/Roseburia/Fusicatenibacter/[Ruminococcus] torques group/Lachnospiraceae UCG-004/Ruminococcus 1,BlautiaLachnospiraceae UCG-008AnaerostipesAgathobacterDoreaRoseburiaFusicatenibacter[Ruminococcus] torques groupLachnospiraceae UCG-004Ruminococcus 1 5_1_39BFAA/Ambiguous_taxa/bacterium/metagenome/sp./organism/wexlerae/obeum(8),Disc.Fam_Lachnospiraceae/Ruminococcaceae(2)
3026,KX937317.1.1489,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,uncultured marine eukaryote/uncultured bacterium,uncultured marine eukaryote/uncultured bacterium,uncultured marine eukaryoteuncultured bacterium eukaryote/bacterium(2),Disc.Fam_uncultured marine eukaryote/uncultured bacterium(2)
3035,LC028717.1.1504,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae/Lachnospiraceae,Ruminococcaceae UCG-005/[Eubacterium] oxidoreducens group,Ruminococcaceae UCG-005[Eubacterium] oxidoreducens group bacterium(1),Disc.Fam_Ruminococcaceae/Lachnospiraceae(2)
3041,LGEQ01000097.25.1494,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanothermobacteraceae/Methanobacteriaceae,Methanothermobacter/Methanobrevibacter/Methanobacterium,MethanothermobacterMethanobrevibacterMethanobacterium Ambiguous_taxa/crinale/metagenome/bacterium/archaeon(5),Disc.Fam_Methanothermobacteraceae/Methanobacteriaceae(2)
3064,U65915.1.1495,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured bacterium(2)
3081,AB193997.1.1440,Archaea,Euryarchaeota,Thermoplasmata,Marine Group II,Ambiguous_taxa/uncultured archaeon,Ambiguous_taxa/uncultured archaeon,Ambiguous_taxauncultured archaeon Ambiguous_taxa/archaeon(2),Disc.Fam_Ambiguous_taxa/uncultured archaeon(2)
3092,AB275018.1.1705,Eukaryota,SAR,Alveolata,Protalveolata/Ciliophora,Syndiniales/Plagiopylida,Syndiniales Group II/Trimyema,Syndiniales Group IITrimyema Ambiguous_taxa/eukaryote(2),Disc.Ord_Protalveolata/Ciliophora(2)
310,AB175379.1.1451,Bacteria,Firmicutes,Clostridia,DTU014/D8A-2,uncultured bacterium,uncultured bacterium,uncultured bacterium bacterium(1),Disc.Ord_DTU014/D8A-2(2)
3129,AB694068.1.1512,Bacteria,Acidobacteria,Subgroup 21,uncultured bacterium/Ambiguous_taxa/uncultured Acidobacteria bacterium,uncultured bacterium/Ambiguous_taxa/uncultured Acidobacteria bacterium,uncultured bacterium/Ambiguous_taxa/uncultured Acidobacteria bacterium,uncultured bacteriumAmbiguous_taxauncultured Acidobacteria bacterium bacterium/Ambiguous_taxa(2),Disc.Ord_uncultured bacterium/Ambiguous_taxa/uncultured Acidobacteria bacterium(3)
3141,AB805033.1.1573,Bacteria,Atribacteria,JS1,uncultured bacterium/Ambiguous_taxa,uncultured bacterium/Ambiguous_taxa,uncultured bacterium/Ambiguous_taxa,uncultured bacteriumAmbiguous_taxa bacterium/Ambiguous_taxa(2),Disc.Ord_uncultured bacterium/Ambiguous_taxa(2)
3153,AB948257.1.1086,Archaea,Ambiguous_taxa/Asgardaeota/Crenarchaeota,Ambiguous_taxa/Lokiarchaeia/Bathyarchaeia,uncultured archaeon/uncultured Desulfurococcus sp.,uncultured archaeon/uncultured Desulfurococcus sp.,uncultured archaeon/uncultured Desulfurococcus sp.,uncultured archaeonuncultured Desulfurococcus sp. archaeon/sp.(2),Disc.Phy_)Ambiguous_taxa/Asgardaeota/Crenarchaeota(3)
3168,AF001660.1.1482,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured bacterium(2)
3171,AF241654.1.1499,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86 clade,Ambiguous_taxa/uncultured gamma proteobacterium KTc1121/uncultured marine bacterium/uncultured bacterium,Ambiguous_taxa/uncultured gamma proteobacterium KTc1121/uncultured marine bacterium/uncultured bacterium,Ambiguous_taxauncultured gamma proteobacterium KTc1121uncultured marine bacteriumuncultured bacterium Ambiguous_taxa/KTc1121/bacterium(3),Disc.Fam_Ambiguous_taxa/uncultured gamma proteobacterium KTc1121/uncultured marine bacterium/uncultured bacterium(4)
318,GDLT01000794.39.1686,Bacteria,Proteobacteria,Alphaproteobacteria/Gammaproteobacteria,Rickettsiales/Betaproteobacteriales,Mitochondria/Burkholderiaceae,Tectona grandis/Burkholderia-Caballeronia-Paraburkholderia,Tectona grandisBurkholderia-Caballeronia-Paraburkholderia grandis/silkmoth)/proteobacterium/Ambiguous_taxa/cepacia/organism/ARb08/ubonensis/PSTJ8/bacterium/bacterioplankton/contaminans/SP4/cenocepacia/lata(15),Disc.Class_)Alphaproteobacteria/Gammaproteobacteria(2)
3180,AF391992.1.1358,Archaea,Crenarchaeota,Thermoprotei,Geoarchaeales,Ambiguous_taxa/uncultured archaeon,Ambiguous_taxa/uncultured archaeon,Ambiguous_taxauncultured archaeon Ambiguous_taxa/archaeon(2),Disc.Fam_Ambiguous_taxa/uncultured archaeon(2)
3191,AHCG01000072.3865.5305,Archaea,Euryarchaeota,Thermoplasmata,Marine Group II,uncultured marine group II euryarchaeote/Ambiguous_taxa/uncultured marine archaeon,uncultured marine group II euryarchaeote/Ambiguous_taxa/uncultured marine archaeon,uncultured marine group II euryarchaeoteAmbiguous_taxauncultured marine archaeon euryarchaeote/Ambiguous_taxa/archaeon(3),Disc.Fam_uncultured marine group II euryarchaeote/Ambiguous_taxa/uncultured marine archaeon(3)
3215,AM404501.1.1455,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae/Lachnospiraceae,uncultured/[Ruminococcus] gauvreauii group,uncultured[Ruminococcus] gauvreauii group Ambiguous_taxa/bacterium(2),Disc.Fam_Ruminococcaceae/Lachnospiraceae(2)
3220,AM711639.77135.78626,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Ambiguous_taxa/Cuscuta pentagona,Ambiguous_taxa/Cuscuta pentagona,Ambiguous_taxaCuscuta pentagona Ambiguous_taxa/pentagona(2),Disc.Fam_Ambiguous_taxa/Cuscuta pentagona(2)
328,AB603818.1.1404,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes vadinHA17/Rikenellaceae,uncultured Bacteroidetes bacterium/uncultured bacterium/uncultured,uncultured Bacteroidetes bacteriumuncultured bacteriumuncultured bacterium(1),Disc.Fam_Bacteroidetes vadinHA17/Rikenellaceae(2)
3304,CBAD010000050.2884.4394,Bacteria,Cyanobacteria,Melainabacteria,Gastranaerophilales,Ambiguous_taxa/Clostridium sp. K4410.MGS-306/uncultured bacterium,Ambiguous_taxa/Clostridium sp. K4410.MGS-306/uncultured bacterium,Ambiguous_taxaClostridium sp. K4410.MGS-306uncultured bacterium Ambiguous_taxa/K4410.MGS-306/bacterium(3),Disc.Fam_Ambiguous_taxa/Clostridium sp. K4410.MGS-306/uncultured bacterium(3)
331,CDYK01033747.199063.200563,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae/Ruminococcaceae,[Eubacterium] ruminantium group/Ruminococcus 1,[Eubacterium] ruminantium groupRuminococcus 1 metagenome/bacterium/Ambiguous_taxa(3),Disc.Fam_Lachnospiraceae/Ruminococcaceae(2)
3316,CP002100.631480.632991,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales/Ambiguous_taxa,Thermoproteaceae/Ambiguous_taxa,Vulcanisaeta/uncultured archaeon/uncultured,Vulcanisaetauncultured archaeonuncultured Ambiguous_taxa/archaeon(2),Disc.Ord_Thermoproteales/Ambiguous_taxa(2)
3340,CP011216.47697.49576,Bacteria,Patescibacteria,Kazania,candidate division Kazan bacterium GW2011_GWA1_50_15/candidate division Kazan bacterium GW2011_GWB1_52_7/candidate division Kazan bacterium GW2011_GWC1_52_13,candidate division Kazan bacterium GW2011_GWA1_50_15/candidate division Kazan bacterium GW2011_GWB1_52_7/candidate division Kazan bacterium GW2011_GWC1_52_13,candidate division Kazan bacterium GW2011_GWA1_50_15/candidate division Kazan bacterium GW2011_GWB1_52_7/candidate division Kazan bacterium GW2011_GWC1_52_13,candidate division Kazan bacterium GW2011_GWA1_50_15candidate division Kazan bacterium GW2011_GWB1_52_7candidate division Kazan bacterium GW2011_GWC1_52_13 GW2011_GWA1_50_15/GW2011_GWB1_52_7/GW2011_GWC1_52_13(3),Disc.Ord_candidate division Kazan bacterium GW2011_GWA1_50_15/candidate division Kazan bacterium GW2011_GWB1_52_7/candidate division Kazan bacterium GW2011_GWC1_52_13(3)
3354,CU919235.101.1471,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI/Gracilibacteraceae,Sedimentibacter/uncultured,Sedimentibacteruncultured bacterium(1),Disc.Fam_Family XI/Gracilibacteraceae(2)
3389,DQ394995.1.1482,Bacteria,Proteobacteria,Gammaproteobacteria,B2M28,uncultured gamma proteobacterium/Ambiguous_taxa/uncultured bacterium,uncultured gamma proteobacterium/Ambiguous_taxa/uncultured bacterium,uncultured gamma proteobacteriumAmbiguous_taxauncultured bacterium proteobacterium/Ambiguous_taxa/bacterium(3),Disc.Fam_uncultured gamma proteobacterium/Ambiguous_taxa/uncultured bacterium(3)
3390,DQ395611.1.1475,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Ambiguous_taxa/uncultured marine eukaryote/uncultured cyanobacterium,Ambiguous_taxa/uncultured marine eukaryote/uncultured cyanobacterium,Ambiguous_taxauncultured marine eukaryoteuncultured cyanobacterium Ambiguous_taxa/eukaryote/cyanobacterium(3),Disc.Fam_Ambiguous_taxa/uncultured marine eukaryote/uncultured cyanobacterium(3)
3393,DQ396187.1.1469,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II/Clade I,Ambiguous_taxa/uncultured bacterium/uncultured/uncultured Pelagibacterales bacterium,Ambiguous_taxauncultured bacteriumuncultureduncultured Pelagibacterales bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Clade II/Clade I(2)
3402,DQ629520.1.1392,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Lophocolea heterophylla/Scapania nemorea/Ambiguous_taxa/Plagiochila porelloides,Lophocolea heterophylla/Scapania nemorea/Ambiguous_taxa/Plagiochila porelloides,Lophocolea heterophyllaScapania nemoreaAmbiguous_taxaPlagiochila porelloides heterophylla/nemorea/Ambiguous_taxa/porelloides(4),Disc.Fam_Lophocolea heterophylla/Scapania nemorea/Ambiguous_taxa/Plagiochila porelloides(4)
3405,DQ676993.1.1505,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae/Porphyromonadaceae,Macellibacteroides/Porphyromonas,MacellibacteroidesPorphyromonas Cl-A1/bacterium(2),Disc.Fam_Tannerellaceae/Porphyromonadaceae(2)
341,GEMN01027092.33.1623,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Pinus sylvestris (Scots pine)/Ambiguous_taxa/Pinus hwangshanensis/uncultured bacterium/uncultured eukaryote,Pinus sylvestris (Scots pine)/Ambiguous_taxa/Pinus hwangshanensis/uncultured bacterium/uncultured eukaryote,Pinus sylvestris (Scots pine)Ambiguous_taxaPinus hwangshanensisuncultured bacteriumuncultured eukaryote pine)/Ambiguous_taxa/hwangshanensis/bacterium/eukaryote(5),Disc.Fam_Pinus sylvestris (Scots pine)/Ambiguous_taxa/Pinus hwangshanensis/uncultured bacterium/uncultured eukaryote(5)
3413,DQ802803.1.1390,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae/Ruminococcaceae,Blautia/Ruminococcus 1,BlautiaRuminococcus 1 bacterium(1),Disc.Fam_Lachnospiraceae/Ruminococcaceae(2)
3417,DQ807207.1.1392,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae/Ruminococcaceae,Lachnospiraceae NC2004 group/Ruminococcus 1,Lachnospiraceae NC2004 groupRuminococcus 1 bacterium(1),Disc.Fam_Lachnospiraceae/Ruminococcaceae(2)
3427,DQ823218.1.1502,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales/Ga0077536,Nitrosococcaceae/uncultured bacterium,wb1-P19/uncultured bacterium,wb1-P19uncultured bacterium bacterium(1),Disc.Ord_Nitrosococcales/Ga0077536(2)
